127.0.0.1 - - [26/Nov/2023:11:52:31 -0500] "GET / HTTP/1.1" 200 11428
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:51:09 -0500] "POST /reverselogic/Devolucion HTTP/1.1" 200 2849
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:51:24 -0500] "GET /reverselogic/Devolucion?enviar=registerDevo HTTP/1.1" 200 2492
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:51:36 -0500] "POST /reverselogic/Devolucion HTTP/1.1" 200 2849
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:52:01 -0500] "GET /reverselogic/Devolucion?enviar=registerDevo HTTP/1.1" 200 2492
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:52:11 -0500] "POST /reverselogic/Devolucion HTTP/1.1" 200 2849
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:52:19 -0500] "GET /reverselogic/Devolucion?enviar=registerDevo HTTP/1.1" 200 2492
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:52:20 -0500] "GET /reverselogic/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:52:20 -0500] "GET /reverselogic/css/usuario.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:52:20 -0500] "GET /reverselogic/img/logo-removebg-preview.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:52:20 -0500] "GET /reverselogic/img/usuario-de-perfil.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:52:24 -0500] "GET /reverselogic/index.jsp HTTP/1.1" 200 7360
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:52:24 -0500] "GET /reverselogic/css/Menu.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:52:24 -0500] "GET /reverselogic/img/empleado.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:52:24 -0500] "GET /reverselogic/img/cliente.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:52:24 -0500] "GET /reverselogic/img/usuario.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:52:24 -0500] "GET /reverselogic/img/detallitos.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:52:24 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:52:24 -0500] "GET /reverselogic/img/prenda.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:52:24 -0500] "GET /reverselogic/img/facebook.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:52:24 -0500] "GET /reverselogic/img/imgVenta.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:52:24 -0500] "GET /reverselogic/img/devolucion.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:52:24 -0500] "GET /reverselogic/img/instagram%20(1).png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:52:24 -0500] "GET /reverselogic/img/whatsapp.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:52:24 -0500] "GET /reverselogic/img/Producto.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:52:26 -0500] "GET /reverselogic/Devolucion?enviar=devolucion HTTP/1.1" 200 3142
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:52:26 -0500] "GET /reverselogic/img/registrarUsu.avif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:52:26 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:52:26 -0500] "GET /reverselogic/img/consultarUsu.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:52:28 -0500] "GET /reverselogic/Devolucion?enviar=registerDevo HTTP/1.1" 200 2492
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:52:47 -0500] "POST /reverselogic/Devolucion HTTP/1.1" 200 2849
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:53:31 -0500] "GET /reverselogic/Devolucion?enviar=registerDevo HTTP/1.1" 200 2492
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:53:45 -0500] "POST /reverselogic/Devolucion HTTP/1.1" 200 4272
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:54:33 -0500] "GET /reverselogic/Devolucion?enviar=devolucion HTTP/1.1" 200 3142
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:54:34 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:54:36 -0500] "GET /reverselogic/index.jsp HTTP/1.1" 200 7360
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:54:36 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:54:45 -0500] "GET /reverselogic/ReverseLogic?enviar=producto HTTP/1.1" 200 3109
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:54:45 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:54:49 -0500] "GET /reverselogic/ReverseLogic?enviar=ConsultarProd HTTP/1.1" 200 3143
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:54:49 -0500] "GET /reverselogic/js/modal.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:00:18 -0500] "GET /reverselogic/ReverseLogic?enviar=producto HTTP/1.1" 200 3108
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:00:18 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:00:21 -0500] "GET /reverselogic/ReverseLogic?enviar=producto HTTP/1.1" 200 3108
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:00:21 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:00:23 -0500] "GET /reverselogic/ReverseLogic?enviar=producto HTTP/1.1" 200 3108
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:00:24 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:00:25 -0500] "GET /reverselogic/ReverseLogic?enviar=producto HTTP/1.1" 200 3108
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:00:25 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:00:31 -0500] "GET /reverselogic/Venta?enviar=venta HTTP/1.1" 200 3545
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:00:31 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:00:39 -0500] "GET /reverselogic/Reportes?enviar=reporteVenta HTTP/1.1" 200 1464
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:44:51 -0500] "GET /reverselogic/index.jsp HTTP/1.1" 200 7359
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:44:52 -0500] "GET /reverselogic/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:44:52 -0500] "GET /reverselogic/img/logo-removebg-preview.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:44:52 -0500] "GET /reverselogic/img/usuario-de-perfil.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:44:52 -0500] "GET /reverselogic/img/cliente.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:44:52 -0500] "GET /reverselogic/img/empleado.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:44:52 -0500] "GET /reverselogic/css/Menu.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:44:52 -0500] "GET /reverselogic/img/usuario.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:44:53 -0500] "GET /reverselogic/img/devolucion.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:44:53 -0500] "GET /reverselogic/img/imgVenta.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:44:53 -0500] "GET /reverselogic/img/Producto.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:44:53 -0500] "GET /reverselogic/img/facebook.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:44:53 -0500] "GET /reverselogic/img/whatsapp.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:44:53 -0500] "GET /reverselogic/img/instagram%20(1).png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:44:53 -0500] "GET /reverselogic/img/fondoMenu.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:44:53 -0500] "GET /reverselogic/img/prenda.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:44:54 -0500] "GET /reverselogic/img/detallitos.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:44:55 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:45:13 -0500] "GET /reverselogic/Empleado?enviar=empleado HTTP/1.1" 200 3107
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:45:13 -0500] "GET /reverselogic/css/usuario.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:45:13 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:45:13 -0500] "GET /reverselogic/img/registrarUsu.avif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:45:13 -0500] "GET /reverselogic/img/consultarUsu.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:45:36 -0500] "GET /reverselogic/Empleado?enviar=ConsultarEmple HTTP/1.1" 200 3990
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:45:36 -0500] "GET /reverselogic/css/cards.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:45:37 -0500] "GET /reverselogic/js/modal1.js HTTP/1.1" 200 2866
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:45:54 -0500] "GET /reverselogic/index.jsp HTTP/1.1" 200 7359
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:45:55 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:46:01 -0500] "GET /reverselogic/Cliente?enviar=cliente HTTP/1.1" 200 3094
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:46:01 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:46:10 -0500] "GET /reverselogic/Cliente?enviar=ConsultarClient HTTP/1.1" 200 3342
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:46:11 -0500] "GET /reverselogic/js/modal2.js HTTP/1.1" 200 1891
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:46:15 -0500] "GET /reverselogic/Cliente?enviar=cliente HTTP/1.1" 200 3094
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:46:15 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:46:19 -0500] "GET /reverselogic/Cliente?enviar=registerClient HTTP/1.1" 200 2848
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:46:19 -0500] "GET /reverselogic/css/registrarEmple.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:46:35 -0500] "POST /reverselogic/Cliente HTTP/1.1" 200 5085
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:46:47 -0500] "GET /reverselogic/index.jsp HTTP/1.1" 200 7359
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:46:47 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:46:59 -0500] "GET /reverselogic/Detalles?enviar=detalle HTTP/1.1" 200 3663
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:46:59 -0500] "GET /reverselogic/img/como6icons.png HTTP/1.1" 200 676489
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:46:59 -0500] "GET /reverselogic/img/camisita.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:46:59 -0500] "GET /reverselogic/img/colores.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:46:59 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:47:29 -0500] "GET /reverselogic/Color?enviar=color HTTP/1.1" 200 3188
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:47:29 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:47:36 -0500] "GET /reverselogic/Color?enviar=registrarColor HTTP/1.1" 200 1853
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:47:50 -0500] "POST /reverselogic/Color HTTP/1.1" 200 3623
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:47:51 -0500] "GET /reverselogic/js/modal7.js HTTP/1.1" 200 1786
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:47:58 -0500] "GET /reverselogic/Color?enviar=color HTTP/1.1" 200 3188
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:47:58 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:48:01 -0500] "GET /reverselogic/Detalles?enviar=detalle HTTP/1.1" 200 3663
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:48:01 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:48:10 -0500] "GET /reverselogic/Material?enviar=material HTTP/1.1" 200 3214
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:48:10 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:48:16 -0500] "GET /reverselogic/Material?enviar=consultarMaterial HTTP/1.1" 200 2995
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:48:16 -0500] "GET /reverselogic/js/modal8.js HTTP/1.1" 200 1848
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:48:18 -0500] "GET /reverselogic/Material?enviar=material HTTP/1.1" 200 3214
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:48:19 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:48:21 -0500] "GET /reverselogic/Detalles?enviar=detalle HTTP/1.1" 200 3663
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:48:21 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:48:28 -0500] "GET /reverselogic/MetodoDePago?enviar=metodo HTTP/1.1" 200 3228
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:48:28 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:48:35 -0500] "GET /reverselogic/MetodoDePago?enviar=registrarMetod HTTP/1.1" 200 1889
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:48:41 -0500] "POST /reverselogic/MetodoDePago HTTP/1.1" 200 3657
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:48:41 -0500] "GET /reverselogic/js/modal9.js HTTP/1.1" 200 1853
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:48:55 -0500] "GET /reverselogic/index.jsp HTTP/1.1" 200 7359
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:48:55 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:48:58 -0500] "GET /reverselogic/ReverseLogic?enviar=producto HTTP/1.1" 200 3108
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:48:58 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:49:02 -0500] "GET /reverselogic/ReverseLogic?enviar=registerProd HTTP/1.1" 200 2509
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:49:17 -0500] "POST /reverselogic/ReverseLogic HTTP/1.1" 200 4286
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:49:17 -0500] "GET /reverselogic/js/modal.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:50:22 -0500] "GET /reverselogic/index.jsp HTTP/1.1" 200 7359
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:50:22 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:50:29 -0500] "GET /reverselogic/Prenda?enviar=prenda HTTP/1.1" 200 3075
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:50:29 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:50:35 -0500] "GET /reverselogic/Prenda?enviar=registerPrend HTTP/1.1" 200 3464
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:50:35 -0500] "GET /reverselogic/css/registrarPrenda.css HTTP/1.1" 200 3847
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:53:58 -0500] "POST /reverselogic/Prenda HTTP/1.1" 200 5515
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:53:58 -0500] "GET /reverselogic/js/modal5.js HTTP/1.1" 200 2963
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:54:03 -0500] "GET /reverselogic/index.jsp HTTP/1.1" 200 7359
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:54:03 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:54:05 -0500] "GET /reverselogic/Venta?enviar=venta HTTP/1.1" 200 3545
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:54:05 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:54:09 -0500] "GET /reverselogic/Venta?enviar=registerVent HTTP/1.1" 200 2771
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:54:24 -0500] "POST /reverselogic/Venta HTTP/1.1" 500 1426
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:54:46 -0500] "GET /reverselogic/Venta?enviar=registerVent HTTP/1.1" 200 2771
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:54:46 -0500] "GET /favicon.ico HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:54:47 -0500] "GET /reverselogic/Venta?enviar=registerVent HTTP/1.1" 200 2771
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:55:11 -0500] "POST /reverselogic/Venta HTTP/1.1" 500 1426
0:0:0:0:0:0:0:1 - - [26/Nov/2023:15:56:11 -0500] "GET /reverselogic/Venta?enviar=registerVent HTTP/1.1" 200 2771
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:02:29 -0500] "GET /reverselogic/Venta?enviar=registerVent HTTP/1.1" 200 2771
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:04:09 -0500] "POST /reverselogic/Venta HTTP/1.1" 200 5329
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:04:10 -0500] "GET /reverselogic/js/modal61.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:04:25 -0500] "GET /reverselogic/index.jsp HTTP/1.1" 200 7359
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:04:25 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:04:53 -0500] "GET /reverselogic/ReverseLogic?enviar=producto HTTP/1.1" 200 3108
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:04:53 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:05:18 -0500] "GET /reverselogic/ReverseLogic?enviar=ConsultarProd HTTP/1.1" 200 3142
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:05:24 -0500] "GET /reverselogic/index.jsp HTTP/1.1" 200 7359
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:05:24 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:05:28 -0500] "GET /reverselogic/Devolucion?enviar=devolucion HTTP/1.1" 200 3141
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:05:28 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:06:00 -0500] "GET /reverselogic/Devolucion?enviar=consultarDevolucion HTTP/1.1" 200 2848
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:06:01 -0500] "GET /reverselogic/js/modal3.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:06:10 -0500] "GET /reverselogic/Devolucion?enviar=registerDevo HTTP/1.1" 200 2491
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:14:35 -0500] "GET /reverselogic/Devolucion?enviar=registerDevo HTTP/1.1" 200 2664
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:14:38 -0500] "GET /reverselogic/css/usuario.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:14:38 -0500] "GET /reverselogic/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:14:38 -0500] "GET /reverselogic/img/logo-removebg-preview.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:14:38 -0500] "GET /reverselogic/img/usuario-de-perfil.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:14:38 -0500] "GET /reverselogic/css/registrarEmple.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:14:38 -0500] "GET /reverselogic/img/fondoMenu.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:15:57 -0500] "POST /reverselogic/Devolucion HTTP/1.1" 200 4271
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:15:58 -0500] "GET /reverselogic/css/cards.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:16:03 -0500] "GET /reverselogic/Devolucion?enviar=devolucion HTTP/1.1" 200 3141
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:16:03 -0500] "GET /reverselogic/img/registrarUsu.avif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:16:03 -0500] "GET /reverselogic/img/consultarUsu.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:16:03 -0500] "GET /reverselogic/img/facebook.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:16:03 -0500] "GET /reverselogic/img/whatsapp.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:16:03 -0500] "GET /reverselogic/img/instagram%20(1).png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:16:03 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:16:07 -0500] "GET /reverselogic/index.jsp HTTP/1.1" 200 7359
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:16:07 -0500] "GET /reverselogic/css/Menu.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:16:07 -0500] "GET /reverselogic/img/empleado.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:16:07 -0500] "GET /reverselogic/img/cliente.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:16:07 -0500] "GET /reverselogic/img/usuario.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:16:07 -0500] "GET /reverselogic/img/Producto.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:16:07 -0500] "GET /reverselogic/img/devolucion.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:16:07 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:16:07 -0500] "GET /reverselogic/img/detallitos.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:16:07 -0500] "GET /reverselogic/img/imgVenta.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:16:07 -0500] "GET /reverselogic/img/prenda.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:16:30 -0500] "GET /reverselogic/ReverseLogic?enviar=producto HTTP/1.1" 200 3108
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:16:30 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:16:34 -0500] "GET /reverselogic/ReverseLogic?enviar=ConsultarProd HTTP/1.1" 200 3143
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:30:50 -0500] "GET /reverselogic/ReverseLogic?enviar=ConsultarProd HTTP/1.1" 500 3196
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:30:57 -0500] "GET /favicon.ico HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:31:34 -0500] "GET /reverselogic/ReverseLogic?enviar=producto HTTP/1.1" 200 3108
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:31:34 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:34:10 -0500] "GET /reverselogic/ReverseLogic?enviar=producto HTTP/1.1" 200 3108
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:34:10 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:34:24 -0500] "GET /reverselogic/ReverseLogic?enviar=ConsultarProd HTTP/1.1" 200 3143
